method,dataset,a,t,bleach,acc_mean,mem_mean,train_mean,infer_mean,n_seeds
Random,Iris,12,8,1,0.9244444444444444,594.6666666666666,0.0001859208724151055,2.773378898079196,30
F4RM,Iris,12,8,2,0.9111111111111111,621.8333333333334,0.00019064721030493577,2.747406122378177,30
Random,Iris,12,8,2,0.9222222222222222,594.6666666666666,0.00018784995966901382,2.7474467383904595,30
F4RM,Iris,12,8,3,0.8933333333333332,621.8333333333334,0.00019546813952426117,2.766897669062019,30
Random,Iris,12,8,3,0.8877777777777777,594.6666666666666,0.0001918971111687521,2.7986079092241,30
F4RM,Iris,12,8,4,0.8444444444444444,621.8333333333334,0.00019473053592567642,2.7008343022316694,30
Random,Iris,12,8,4,0.8455555555555555,594.6666666666666,0.00018727365725984175,2.750788116827607,30
F4RM,Iris,16,8,1,0.9055555555555553,576.6666666666666,0.00016162778483703734,2.1345368845181336,30
Random,Iris,16,8,1,0.8844444444444444,570.3333333333334,0.00015995269253229102,2.143195468104548,30
F4RM,Iris,16,8,2,0.8233333333333335,576.6666666666666,0.00016290684385846058,2.140139177855518,30
Random,Iris,16,8,2,0.8255555555555555,570.3333333333334,0.00015909707096094887,2.123238906885187,30
F4RM,Iris,16,8,3,0.7311111111111113,576.6666666666666,0.00015990692578877013,2.10208262109922,30
Random,Iris,16,8,3,0.7388888888888888,570.3333333333334,0.0001564473262988031,2.2394475268406997,30
F4RM,Iris,16,8,4,0.6300000000000001,576.6666666666666,0.0001609348226338625,2.1080543390578694,30
Random,Iris,16,8,4,0.6644444444444445,570.3333333333334,0.00016340689423183601,2.2798611058129206,30
F4RM,Iris,20,8,1,0.8699999999999999,660.8333333333334,0.00017879854422062636,2.347452359067069,30
Random,Iris,20,8,1,0.8633333333333333,654.8333333333334,0.00017286666746561726,2.3211104174455004,30
F4RM,Iris,20,8,2,0.7511111111111111,660.8333333333334,0.0001731859908128778,2.3377336199498844,30
Random,Iris,20,8,2,0.7688888888888888,654.8333333333334,0.00017100966457898417,2.340184421175056,30
F4RM,Iris,20,8,3,0.6355555555555555,660.8333333333334,0.00017417929678534467,2.3226376571175122,30
Random,Iris,20,8,3,0.6455555555555555,654.8333333333334,0.00017401794126878183,2.403980017536216,30
F4RM,Iris,20,8,4,0.5344444444444444,660.8333333333334,0.0001778180051284532,2.3685642776803837,30
Random,Iris,20,8,4,0.5522222222222222,654.8333333333334,0.00017115560282642643,2.3502753012710147,30
F4RM,Iris,24,8,1,0.7844444444444445,772.8333333333334,0.00018139165670921404,2.5428698346432714,30
Random,Iris,24,8,1,0.7922222222222223,770.5,0.0001823138950082163,2.5745390707419977,30
F4RM,Iris,24,8,2,0.6144444444444445,772.8333333333334,0.0001855568999114136,2.6036088820546865,30
Random,Iris,24,8,2,0.6188888888888887,770.5,0.00017989431119834384,2.5328224162674613,30
F4RM,Iris,24,8,3,0.49777777777777776,772.8333333333334,0.0001816456982245048,2.531846726520194,30
Random,Iris,24,8,3,0.51,770.5,0.00017948326421901584,2.584073097548551,30
F4RM,Iris,24,8,4,0.42333333333333345,772.8333333333334,0.00018402633722871541,2.5622231057948546,30
Random,Iris,24,8,4,0.43222222222222223,770.5,0.0001775430825849374,2.545696398657229,30
F4RM,Iris,28,8,1,0.6444444444444445,897.3333333333334,0.00019022358659033975,2.7832374649329323,30
Random,Iris,28,8,1,0.638888888888889,898.0,0.0001859584318784376,2.7980576528029313,30
F4RM,Iris,28,8,2,0.4822222222222222,897.3333333333334,0.00018757352760682502,2.7612035369707475,30
Random,Iris,28,8,2,0.4922222222222222,898.0,0.0001857944220925371,2.8063446128120026,30
F4RM,Iris,28,8,3,0.4066666666666668,897.3333333333334,0.00018960547167807819,2.7947709895670414,30
Random,Iris,28,8,3,0.4155555555555556,898.0,0.00018089027532065908,2.7719847599251395,30
F4RM,Iris,28,8,4,0.3711111111111112,897.3333333333334,0.00018671518579746287,2.73842674990495,30
Random,Iris,28,8,4,0.3777777777777779,898.0,0.00018425983532021443,2.7779135335650706,30
F4RM,Iris,32,8,1,0.5044444444444445,498.1666666666667,0.00014392924883092442,1.5985168930557039,30
Random,Iris,32,8,1,0.5044444444444445,498.1666666666667,0.00014000424028684695,1.6015280400299363,30
F4RM,Iris,32,8,2,0.4033333333333334,498.1666666666667,0.00014515422905484834,1.6031428498940337,30
Random,Iris,32,8,2,0.4033333333333334,498.1666666666667,0.00014118324421967068,1.6560144205060268,30
F4RM,Iris,32,8,3,0.358888888888889,498.1666666666667,0.00014528470346704126,1.6361111516339912,30
Random,Iris,32,8,3,0.358888888888889,498.1666666666667,0.00014080830927317342,1.6317112992207212,30
F4RM,Iris,32,8,4,0.3422222222222223,498.1666666666667,0.00014337653604646524,1.6094842511746619,30
Random,Iris,32,8,4,0.3422222222222223,498.1666666666667,0.0001404722260000805,1.6184255946427584,30
F4RM,Iris,2,16,1,0.921111111111111,1127.1666666666667,0.0007014916278421879,17.272729892283678,30
Random,Iris,2,16,1,0.9188888888888886,1105.8333333333333,0.0006974111078307032,16.92676114746266,30
F4RM,Iris,2,16,2,0.9266666666666665,1127.1666666666667,0.0007069944636896253,17.352917542060215,30
Random,Iris,2,16,2,0.9211111111111111,1105.8333333333333,0.0006948152013743918,17.006622187586295,30
F4RM,Iris,2,16,3,0.9233333333333332,1127.1666666666667,0.0006982124177739024,16.865186367390884,30
Random,Iris,2,16,3,0.9199999999999998,1105.8333333333333,0.0006951445364393293,16.908423017917407,30
F4RM,Iris,2,16,4,0.9244444444444443,1127.1666666666667,0.00069364996937414,17.027177770311635,30
Random,Iris,2,16,4,0.9222222222222222,1105.8333333333333,0.000699359888676554,17.093889699834918,30
F4RM,Iris,4,16,1,0.9399999999999998,1025.8333333333333,0.0004465359884003798,9.581665508449078,30
Random,Iris,4,16,1,0.9199999999999999,955.0,0.00044773743720725177,10.143421952509218,30
F4RM,Iris,4,16,2,0.9333333333333332,1025.8333333333333,0.00045134989001477757,9.992036890859403,30
Random,Iris,4,16,2,0.9333333333333332,955.0,0.00043123050903280576,9.599952285902368,30
F4RM,Iris,4,16,3,0.931111111111111,1025.8333333333333,0.000442450058956941,9.53490884664158,30
Random,Iris,4,16,3,0.9322222222222222,955.0,0.0004400137656678756,9.808934862828917,30
F4RM,Iris,4,16,4,0.9366666666666664,1025.8333333333333,0.000434776465408504,9.627686554772987,30
Random,Iris,4,16,4,0.9322222222222222,955.0,0.00043326394322017826,9.580001416098742,30
F4RM,Iris,8,16,1,0.9422222222222221,1053.8333333333333,0.0003030751676609119,5.91976865608659,30
Random,Iris,8,16,1,0.9333333333333332,980.3333333333334,0.000296993115140746,5.794444587081671,30
F4RM,Iris,8,16,2,0.9355555555555556,1053.8333333333333,0.00030214024785285196,5.861107751520143,30
Random,Iris,8,16,2,0.9355555555555555,980.3333333333334,0.00029885284214590987,5.939211049634549,30
F4RM,Iris,8,16,3,0.9388888888888889,1053.8333333333333,0.00030426537074769536,5.941155573560132,30
Random,Iris,8,16,3,0.9399999999999997,980.3333333333334,0.00029689167082930603,5.919263672290578,30
F4RM,Iris,8,16,4,0.9322222222222222,1053.8333333333333,0.0003016443612674872,5.936526512313221,30
Random,Iris,8,16,4,0.9388888888888888,980.3333333333334,0.00029814860317856073,6.099164796372254,30
F4RM,Iris,12,16,1,0.9399999999999998,1193.5,0.0002820581973840793,5.278747606401642,30
Random,Iris,12,16,1,0.9299999999999998,1149.0,0.00027524584050600727,5.1227742288675575,30
F4RM,Iris,12,16,2,0.9344444444444444,1193.5,0.0002805013248386482,5.298147443681955,30
Random,Iris,12,16,2,0.9344444444444444,1149.0,0.00027629295364022254,5.153748465494979,30
F4RM,Iris,12,16,3,0.9255555555555554,1193.5,0.00027976110189532243,5.228149756375286,30
Random,Iris,12,16,3,0.931111111111111,1149.0,0.00027376944199204446,5.270604225289491,30
F4RM,Iris,12,16,4,0.9144444444444443,1193.5,0.00027818615005041164,5.241806049727731,30
Random,Iris,12,16,4,0.9211111111111111,1149.0,0.00027218887116760017,5.198381323781279,30
F4RM,Iris,16,16,1,0.9299999999999998,1090.5,0.000227462500333786,3.9691679800550137,30
Random,Iris,16,16,1,0.931111111111111,1061.3333333333333,0.0002246403251774609,3.9696300195323095,30
F4RM,Iris,16,16,2,0.9088888888888889,1090.5,0.00023081243659059207,4.004676076066162,30
Random,Iris,16,16,2,0.9188888888888886,1061.3333333333333,0.00022795556966836254,4.020925326686767,30
F4RM,Iris,16,16,3,0.8544444444444443,1090.5,0.00023062489926815034,4.029210993192262,30
Random,Iris,16,16,3,0.8833333333333333,1061.3333333333333,0.00022459027046958606,3.992363344877958,30
F4RM,Iris,16,16,4,0.7933333333333334,1090.5,0.0002301486364255349,3.966898398680819,30
Random,Iris,16,16,4,0.8288888888888889,1061.3333333333333,0.0002255777440344294,3.9496734583129487,30
F4RM,Iris,20,16,1,0.9222222222222223,1320.1666666666667,0.0002465320013773938,4.344766752587424,30
Random,Iris,20,16,1,0.9099999999999999,1296.0,0.00024569029919803144,4.415046553023987,30
F4RM,Iris,20,16,2,0.8622222222222221,1320.1666666666667,0.00025054026239862046,4.438058499039875,30
Random,Iris,20,16,2,0.8511111111111109,1296.0,0.0002474500603663425,4.495554603636266,30
F4RM,Iris,20,16,3,0.7822222222222224,1320.1666666666667,0.00024942638507733744,4.388376449545224,30
Random,Iris,20,16,3,0.771111111111111,1296.0,0.0002442444674670696,4.461345573266347,30
F4RM,Iris,20,16,4,0.698888888888889,1320.1666666666667,0.0002512904000468552,4.466946185049083,30
Random,Iris,20,16,4,0.6866666666666666,1296.0,0.00024405406632771093,4.466062592756417,30
F4RM,Iris,24,16,1,0.8755555555555555,1139.8333333333333,0.00022989162243902683,3.7285188833872485,30
Random,Iris,24,16,1,0.8711111111111111,1126.6666666666667,0.00021512360156824192,3.6267121322453018,30
F4RM,Iris,24,16,2,0.7555555555555556,1139.8333333333333,0.00022523342243706187,3.742729184321232,30
Random,Iris,24,16,2,0.7433333333333334,1126.6666666666667,0.0002188624736542503,3.7126856235166397,30
F4RM,Iris,24,16,3,0.6055555555555556,1139.8333333333333,0.00022669722869371375,3.789677672709027,30
Random,Iris,24,16,3,0.6199999999999999,1126.6666666666667,0.00022138742497190833,3.747315171899067,30
F4RM,Iris,24,16,4,0.49444444444444446,1139.8333333333333,0.000226743061405917,3.7372641317132445,30
Random,Iris,24,16,4,0.5144444444444444,1126.6666666666667,0.0002205819939263165,3.6482875131898456,30
F4RM,Iris,28,16,1,0.8444444444444443,1275.8333333333333,0.00023603755980730056,4.059536667126748,30
Random,Iris,28,16,1,0.8611111111111108,1255.3333333333333,0.0002245541817198197,4.005279754185015,30
F4RM,Iris,28,16,2,0.6477777777777778,1275.8333333333333,0.00023336522669220965,3.958610921270318,30
Random,Iris,28,16,2,0.65,1255.3333333333333,0.00022780278619999688,3.9787511599974508,30
F4RM,Iris,28,16,3,0.5177777777777778,1275.8333333333333,0.00023362650147949656,4.024492421497901,30
Random,Iris,28,16,3,0.5133333333333333,1255.3333333333333,0.00022674034116789698,3.97935496746666,30
F4RM,Iris,28,16,4,0.41777777777777786,1275.8333333333333,0.00023488188938548167,4.041481168112821,30
Random,Iris,28,16,4,0.4377777777777778,1255.3333333333333,0.00022964023131256302,4.014027201467091,30
F4RM,Iris,32,16,1,0.7033333333333333,939.3333333333334,0.0001945014422138532,2.976343449619081,30
Random,Iris,32,16,1,0.7411111111111112,920.6666666666666,0.0001906833378598094,2.965416836862763,30
F4RM,Iris,32,16,2,0.48000000000000004,939.3333333333334,0.00019174866223086912,2.9751842117144,30
Random,Iris,32,16,2,0.4988888888888888,920.6666666666666,0.0001849473298837741,2.9361555870208482,30
F4RM,Iris,32,16,3,0.3911111111111112,939.3333333333334,0.0001923443633131683,3.130044788122177,30
Random,Iris,32,16,3,0.39888888888888896,920.6666666666666,0.00018829859327524902,2.9689343904869427,30
F4RM,Iris,32,16,4,0.3511111111111112,939.3333333333334,0.00019285137532278895,3.1058818826244936,30
Random,Iris,32,16,4,0.36333333333333345,920.6666666666666,0.00018522217481707534,2.9334715671009493,30
F4RM,Iris,48,16,1,0.5266666666666666,1070.0,0.0002249290041315059,3.745876278521287,30
Random,Iris,48,16,1,0.5277777777777778,1064.6666666666667,0.00021735828292245666,3.646761308320694,30
F4RM,Iris,48,16,2,0.3777777777777779,1070.0,0.00022574303050835928,3.755879588425159,30
Random,Iris,48,16,2,0.37222222222222234,1064.6666666666667,0.00021027219481766223,3.5781481872416196,30
F4RM,Iris,48,16,3,0.34666666666666673,1070.0,0.00022360548997918766,3.742964731322395,30
Random,Iris,48,16,3,0.3444444444444445,1064.6666666666667,0.0002181444123076896,3.7382876810928187,30
F4RM,Iris,48,16,4,0.33555555555555566,1070.0,0.0002223764235774676,3.682451529635323,30
Random,Iris,48,16,4,0.33888888888888896,1064.6666666666667,0.00021877357503399252,3.794493515872293,30
F4RM,Iris,64,16,1,0.37555555555555564,576.1666666666666,0.00017141392454504966,2.406572328052587,30
Random,Iris,64,16,1,0.37555555555555564,576.1666666666666,0.000167683360632509,2.3823623390247426,30
F4RM,Iris,64,16,2,0.33555555555555566,576.1666666666666,0.00017340969449530045,2.436760243856244,30
Random,Iris,64,16,2,0.33555555555555566,576.1666666666666,0.00016884033490593235,2.421017399885588,30
F4RM,Iris,64,16,3,0.3333333333333334,576.1666666666666,0.00017330551830430825,2.453238962011205,30
Random,Iris,64,16,3,0.3333333333333334,576.1666666666666,0.0001674194315758844,2.427223500692182,30
F4RM,Iris,64,16,4,0.3333333333333334,576.1666666666666,0.00017086533674349387,2.389721986320284,30
Random,Iris,64,16,4,0.3333333333333334,576.1666666666666,0.00016655410872772335,2.443611414896117,30
F4RM,Iris,2,32,1,0.9299999999999998,2227.5,0.0013108153012581169,34.13036620865265,30
Random,Iris,2,32,1,0.9322222222222221,2176.3333333333335,0.001291563967242837,33.98406772046454,30
F4RM,Iris,2,32,2,0.9411111111111111,2227.5,0.001297463895753026,33.78832777444687,30
Random,Iris,2,32,2,0.9411111111111109,2176.3333333333335,0.0013157389359548688,34.37967557046149,30
F4RM,Iris,2,32,3,0.9411111111111111,2227.5,0.0013118236015240352,34.084213354314365,30
Random,Iris,2,32,3,0.9366666666666668,2176.3333333333335,0.001303956937044859,34.07995979715553,30
F4RM,Iris,2,32,4,0.9366666666666668,2227.5,0.001302602809543411,33.960510562691425,30
Random,Iris,2,32,4,0.9355555555555555,2176.3333333333335,0.0013048568973317743,34.20870311351286,30
F4RM,Iris,4,32,1,0.9455555555555555,2009.8333333333333,0.0007873861274371544,19.391943933442235,30
Random,Iris,4,32,1,0.941111111111111,1854.3333333333333,0.0007667583413422108,19.013798640420035,30
F4RM,Iris,4,32,2,0.9477777777777777,2009.8333333333333,0.0007866708367752532,19.201529341646367,30
Random,Iris,4,32,2,0.9477777777777777,1854.3333333333333,0.000782566622365266,19.1060632156829,30
F4RM,Iris,4,32,3,0.9477777777777775,2009.8333333333333,0.000787001281666259,19.288744984401596,30
Random,Iris,4,32,3,0.9444444444444444,1854.3333333333333,0.0007697804559332629,19.13379864870674,30
F4RM,Iris,4,32,4,0.9433333333333332,2009.8333333333333,0.0007835374718221526,18.826117092329593,30
Random,Iris,4,32,4,0.9433333333333332,1854.3333333333333,0.0007688582370368143,18.875511207928255,30
F4RM,Iris,8,32,1,0.9466666666666667,1997.8333333333333,0.0005096431317118307,11.42194623955422,30
Random,Iris,8,32,1,0.9444444444444443,1853.1666666666667,0.0004983887386818727,11.487729304159679,30
F4RM,Iris,8,32,2,0.9488888888888887,1997.8333333333333,0.0005078569015798469,11.393380765285757,30
Random,Iris,8,32,2,0.951111111111111,1853.1666666666667,0.0005033930220330755,11.429864421693816,30
F4RM,Iris,8,32,3,0.9455555555555554,1997.8333333333333,0.0005300041326942543,11.89893577247858,30
Random,Iris,8,32,3,0.952222222222222,1853.1666666666667,0.0005336750803204874,12.193748391129903,30
F4RM,Iris,8,32,4,0.9444444444444443,1997.8333333333333,0.0005183625306623677,11.60889152540929,30
Random,Iris,8,32,4,0.9355555555555556,1853.1666666666667,0.0005050360108725726,11.545135251556836,30
F4RM,Iris,12,32,1,0.9522222222222221,2068.0,0.00043367500572154917,9.319951706048515,30
Random,Iris,12,32,1,0.9477777777777777,1958.6666666666667,0.00042375836443776885,9.253563540470271,30
F4RM,Iris,12,32,2,0.9533333333333333,2068.0,0.00042849715100601315,9.224719574881926,30
Random,Iris,12,32,2,0.9566666666666666,1958.6666666666667,0.00042505415622144936,9.240235926376448,30
F4RM,Iris,12,32,3,0.9422222222222222,2068.0,0.00042773901174465815,9.246618849121862,30
Random,Iris,12,32,3,0.9477777777777775,1958.6666666666667,0.0004214165227798124,9.175134926206535,30
F4RM,Iris,12,32,4,0.9311111111111111,2068.0,0.00042029165585214895,9.128563235410384,30
Random,Iris,12,32,4,0.9299999999999998,1958.6666666666667,0.0004197347443550825,9.216852356783217,30
F4RM,Iris,16,32,1,0.9533333333333334,2036.0,0.0003658859330850343,7.712083816942241,30
Random,Iris,16,32,1,0.9566666666666666,1948.1666666666667,0.00035466670136277874,7.718515763473178,30
F4RM,Iris,16,32,2,0.9466666666666665,2036.0,0.00036910992736617724,7.743473268217511,30
Random,Iris,16,32,2,0.9477777777777777,1948.1666666666667,0.00035315705463290215,7.694212124786444,30
F4RM,Iris,16,32,3,0.9377777777777775,2036.0,0.00036808878260975085,7.687453568602601,30
Random,Iris,16,32,3,0.9299999999999998,1948.1666666666667,0.00035653750334555906,7.490745305808053,30
F4RM,Iris,16,32,4,0.9166666666666665,2036.0,0.00036618050653487445,7.672128138235873,30
Random,Iris,16,32,4,0.9066666666666666,1948.1666666666667,0.00035240832172955073,7.491294915477436,30
F4RM,Iris,20,32,1,0.94,2159.3333333333335,0.0003603109469016393,7.592503550565905,30
Random,Iris,20,32,1,0.9522222222222222,2080.1666666666665,0.0003534513603275021,7.64310411694977,30
F4RM,Iris,20,32,2,0.9255555555555554,2159.3333333333335,0.0003605027411443492,7.576070751787887,30
Random,Iris,20,32,2,0.9366666666666666,2080.1666666666665,0.0003451292053796351,7.491528004821804,30
F4RM,Iris,20,32,3,0.8811111111111111,2159.3333333333335,0.0003573208232410252,7.661714140946666,30
Random,Iris,20,32,3,0.8922222222222219,2080.1666666666665,0.000352454154441754,7.556803110573027,30
F4RM,Iris,20,32,4,0.8322222222222223,2159.3333333333335,0.0003632417297922075,7.504906971007585,30
Random,Iris,20,32,4,0.8455555555555555,2080.1666666666665,0.0003494042359913389,7.487311441865231,30
F4RM,Iris,24,32,1,0.941111111111111,2131.5,0.00034355420308808485,7.112777998877896,30
Random,Iris,24,32,1,0.9411111111111111,2095.3333333333335,0.00033580682938918474,7.072360280694233,30
F4RM,Iris,24,32,2,0.88,2131.5,0.00034226522936175264,7.070186677285366,30
Random,Iris,24,32,2,0.8955555555555554,2095.3333333333335,0.0003324528729232649,7.06398497439093,30
F4RM,Iris,24,32,3,0.7977777777777778,2131.5,0.000340040260925889,7.002875596905748,30
Random,Iris,24,32,3,0.8122222222222221,2095.3333333333335,0.0003351361801226934,7.086387938923307,30
F4RM,Iris,24,32,4,0.7266666666666667,2131.5,0.0003464291027436654,7.132778151167764,30
Random,Iris,24,32,4,0.7177777777777778,2095.3333333333335,0.00034107500299190483,7.105326771529186,30
F4RM,Iris,28,32,1,0.9144444444444445,1982.5,0.0003266152498933176,6.565186971177657,30
Random,Iris,28,32,1,0.921111111111111,1952.6666666666667,0.00031776800363635024,6.547497533675697,30
F4RM,Iris,28,32,2,0.8166666666666668,1982.5,0.00031977916757265726,6.472544434169929,30
Random,Iris,28,32,2,0.801111111111111,1952.6666666666667,0.00031209310206274193,6.461435566759771,30
F4RM,Iris,28,32,3,0.6922222222222222,1982.5,0.00032042223416889706,6.50323940337532,30
Random,Iris,28,32,3,0.6866666666666668,1952.6666666666667,0.0003141903318464756,6.543197798439198,30
F4RM,Iris,28,32,4,0.611111111111111,1982.5,0.00031941256020218134,6.489444446439545,30
Random,Iris,28,32,4,0.601111111111111,1952.6666666666667,0.00031235284404829144,6.539445991317431,30
F4RM,Iris,32,32,1,0.8688888888888889,1729.5,0.0002871027720781664,5.614630645141006,30
Random,Iris,32,32,1,0.8688888888888887,1730.0,0.00028048328822478653,5.662177896334065,30
F4RM,Iris,32,32,2,0.698888888888889,1729.5,0.00028731796968107425,5.629763472825288,30
Random,Iris,32,32,2,0.6966666666666667,1730.0,0.000281365355476737,5.695603192887372,30
F4RM,Iris,32,32,3,0.5566666666666666,1729.5,0.0002881375762323538,5.698148031822509,30
Random,Iris,32,32,3,0.541111111111111,1730.0,0.0002922944608144462,5.856987554579974,30
F4RM,Iris,32,32,4,0.4755555555555555,1729.5,0.0002997501015973588,5.802777854518757,30
Random,Iris,32,32,4,0.47,1730.0,0.0002835776889696717,5.681620807283455,30
F4RM,Iris,48,32,1,0.6811111111111111,1539.3333333333333,0.00029562917770817874,5.641666680781379,30
Random,Iris,48,32,1,0.6788888888888889,1550.3333333333333,0.0002904888475313783,5.64518462245663,30
F4RM,Iris,48,32,2,0.4588888888888889,1539.3333333333333,0.0002957195664445559,5.7177774659875364,30
Random,Iris,48,32,2,0.4477777777777778,1550.3333333333333,0.00028252768097445367,5.495646813263496,30
F4RM,Iris,48,32,3,0.3844444444444445,1539.3333333333333,0.00029972791283701855,5.631708902203374,30
Random,Iris,48,32,3,0.3700000000000001,1550.3333333333333,0.0002964640075030426,5.68851621614562,30
F4RM,Iris,48,32,4,0.3555555555555557,1539.3333333333333,0.00030029282982771595,5.6587979714903565,30
Random,Iris,48,32,4,0.3577777777777779,1550.3333333333333,0.0002816860292417308,5.454402675645218,30
F4RM,Iris,64,32,1,0.5077777777777778,1111.0,0.0002469193384361764,4.518610528773732,30
Random,Iris,64,32,1,0.5033333333333334,1109.6666666666667,0.00024198204434166352,4.673422598797414,30
F4RM,Iris,64,32,2,0.3622222222222223,1111.0,0.0002495013759471476,4.558658951686488,30
Random,Iris,64,32,2,0.36000000000000015,1109.6666666666667,0.00023949726795156797,4.538190033700731,30
F4RM,Iris,64,32,3,0.3400000000000001,1111.0,0.00024559852899983523,4.519538746939765,30
Random,Iris,64,32,3,0.3400000000000001,1109.6666666666667,0.00023547913103053966,4.455277101240225,30
F4RM,Iris,64,32,4,0.3333333333333334,1111.0,0.00024113875503341357,4.435973371275597,30
Random,Iris,64,32,4,0.3366666666666668,1109.6666666666667,0.00023736109724268318,4.568562015063234,30
F4RM,Iris,2,64,1,0.9355555555555554,4433.5,0.002497472249281903,67.41416744059987,30
Random,Iris,2,64,1,0.9277777777777776,4348.333333333333,0.00246772626026844,66.26805432865189,30
F4RM,Iris,2,64,2,0.941111111111111,4433.5,0.0024693416936012605,67.1761541161686,30
Random,Iris,2,64,2,0.9411111111111111,4348.333333333333,0.0024704152795796594,66.3224079956611,30
F4RM,Iris,2,64,3,0.9411111111111109,4433.5,0.0024930943890164297,66.12259209052554,30
Random,Iris,2,64,3,0.9344444444444444,4348.333333333333,0.002483008262546112,66.2874532604797,30
F4RM,Iris,2,64,4,0.9355555555555556,4433.5,0.0024702402375017603,66.02643471625115,30
Random,Iris,2,64,4,0.9366666666666668,4348.333333333333,0.0024860931405176717,67.48203912542925,30
F4RM,Iris,4,64,1,0.9488888888888887,3992.0,0.0014543793280608953,37.84157478043601,30
Random,Iris,4,64,1,0.9366666666666666,3699.5,0.001419729250483215,37.28819325462812,30
F4RM,Iris,4,64,2,0.9488888888888887,3992.0,0.0014443486657304068,37.22638629066447,30
Random,Iris,4,64,2,0.9466666666666665,3699.5,0.0014160208054818213,37.709118332713835,30
F4RM,Iris,4,64,3,0.9477777777777778,3992.0,0.0014513028281119963,37.48078701189822,30
Random,Iris,4,64,3,0.9455555555555555,3699.5,0.0014296235904718438,37.53999752613405,30
F4RM,Iris,4,64,4,0.9466666666666668,3992.0,0.0014561499546592435,37.85222406602567,30
Random,Iris,4,64,4,0.94,3699.5,0.0014372682043661674,37.831569918327865,30
F4RM,Iris,8,64,1,0.958888888888889,3928.3333333333335,0.000921633323499312,22.628427767712214,30
Random,Iris,8,64,1,0.9477777777777775,3675.3333333333335,0.0009004320095603664,22.80032676127222,30
F4RM,Iris,8,64,2,0.9522222222222221,3928.3333333333335,0.0009151930998389919,23.128890121976536,30
Random,Iris,8,64,2,0.9544444444444443,3675.3333333333335,0.0008864362025633454,22.45842349819011,30
F4RM,Iris,8,64,3,0.9466666666666665,3928.3333333333335,0.0009058139442155758,22.44027577237123,30
Random,Iris,8,64,3,0.9488888888888887,3675.3333333333335,0.0008903514011763036,22.372313930342596,30
F4RM,Iris,8,64,4,0.9477777777777777,3928.3333333333335,0.0009062166286942859,22.723334712079826,30
Random,Iris,8,64,4,0.9488888888888888,3675.3333333333335,0.0008972459007054567,22.787964488897057,30
F4RM,Iris,12,64,1,0.9577777777777777,4108.666666666667,0.0007373915558370451,18.08245575779842,30
Random,Iris,12,64,1,0.9555555555555556,3868.6666666666665,0.0007233763734499614,17.998981962187425,30
F4RM,Iris,12,64,2,0.9499999999999998,4108.666666666667,0.0007471222702103357,18.09731876063678,30
Random,Iris,12,64,2,0.95,3868.6666666666665,0.0007261458629121383,18.01805570721626,30
F4RM,Iris,12,64,3,0.9444444444444442,4108.666666666667,0.0007326709028954308,17.783333961334492,30
Random,Iris,12,64,3,0.9499999999999998,3868.6666666666665,0.0007242458290420472,17.89264122231139,30
F4RM,Iris,12,64,4,0.9499999999999998,4108.666666666667,0.000744850041034321,18.245923953751724,30
Random,Iris,12,64,4,0.9433333333333331,3868.6666666666665,0.0007298444475357731,17.941298687623608,30
F4RM,Iris,16,64,1,0.9566666666666666,3978.1666666666665,0.0006124486331827939,15.02744879366623,30
Random,Iris,16,64,1,0.9544444444444445,3809.8333333333335,0.0006045029149390757,14.603609969425536,30
F4RM,Iris,16,64,2,0.9511111111111111,3978.1666666666665,0.0006128027724723021,14.696530221650997,30
Random,Iris,16,64,2,0.9488888888888887,3809.8333333333335,0.0006029736444664499,14.75569352300631,30
F4RM,Iris,16,64,3,0.9477777777777777,3978.1666666666665,0.0006144138790356616,14.669349701661199,30
Random,Iris,16,64,3,0.9399999999999997,3809.8333333333335,0.0006142778205685317,15.049441329513986,30
F4RM,Iris,16,64,4,0.9455555555555554,3978.1666666666665,0.000626915309112519,14.871251381312808,30
Random,Iris,16,64,4,0.931111111111111,3809.8333333333335,0.0006063736082675557,14.893520856276153,30
F4RM,Iris,20,64,1,0.9588888888888889,3920.3333333333335,0.0005768374889157712,13.513706314067045,30
Random,Iris,20,64,1,0.9533333333333333,3796.3333333333335,0.0005615083306717376,13.685693783271644,30
F4RM,Iris,20,64,2,0.9455555555555555,3920.3333333333335,0.0005715876196821531,13.215324013597437,30
Random,Iris,20,64,2,0.95,3796.3333333333335,0.0005668041684354345,13.68527546421521,30
F4RM,Iris,20,64,3,0.9277777777777777,3920.3333333333335,0.0005647153205548724,13.3189318391184,30
Random,Iris,20,64,3,0.9311111111111109,3796.3333333333335,0.0005560944244886438,13.392686895612217,30
F4RM,Iris,20,64,4,0.9122222222222222,3920.3333333333335,0.0005706013607171674,13.388936899395453,30
Random,Iris,20,64,4,0.8911111111111112,3796.3333333333335,0.000558322291666021,13.499537922648921,30
F4RM,Iris,24,64,1,0.9544444444444443,3827.3333333333335,0.0005380111280828715,12.65449242459403,30
Random,Iris,24,64,1,0.9411111111111109,3735.5,0.0005260513901400069,12.355689864812627,30
F4RM,Iris,24,64,2,0.9255555555555554,3827.3333333333335,0.0005394235874215761,12.706948133806389,30
Random,Iris,24,64,2,0.9288888888888889,3735.5,0.0005248749745078385,12.681388632497855,30
F4RM,Iris,24,64,3,0.888888888888889,3827.3333333333335,0.0005349097462991873,12.565694956315888,30
